Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	SignalP_secretion_signal
Q#38 - WP_053612094.1	specific	274140	23	562	0.0	1011.21	TIGR02456	treS_nterm	 - 	cl37116	No
Q#39 - WP_198960384.1	specific	200471	6	480	0.0	745.251	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#39 - WP_198960384.1	specific	432205	461	537	0.00015514	40.7711	pfam11941	DUF3459	 - 	cl02706	No
Q#40 - WP_208030279.1	specific	274140	22	561	0.0	1029.31	TIGR02456	treS_nterm	 - 	cl37116	No
Q#41 - WP_010041718.1	specific	441132	46	750	0.0	1163.3	COG1523	PulA	 - 	cl34294	No
Q#42 - WP_077796688.1	specific	274140	23	562	0.0	1042.79	TIGR02456	treS_nterm	 - 	cl37116	No
Q#43 - WP_067439964.1	specific	274140	23	562	0.0	1042.79	TIGR02456	treS_nterm	 - 	cl37116	No
Q#44 - WP_148002902.1	specific	441132	1	704	0.0	1280.4	COG1523	PulA	 - 	cl34294	No
Q#45 - WP_037687340.1	specific	200471	13	464	0.0	682.078	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#45 - WP_037687340.1	specific	432205	480	543	7.06269e-05	41.5415	pfam11941	DUF3459	 - 	cl02706	No
Q#46 - WP_030780615.1	specific	200471	14	495	0.0	767.978	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#46 - WP_030780615.1	specific	432205	476	551	1.52156e-05	43.4675	pfam11941	DUF3459	 - 	cl02706	No
Q#47 - WP_194079903.1	specific	235445	104	827	0.0	1274.34	PRK05402	PRK05402	 - 	cl38930	No
Q#48 - WP_037911702.1	superfamily	476817	15	446	0.0	601.989	cl38930	AmyAc_family superfamily	 - 	 - 	No
Q#49 - WP_097214719.1	specific	441132	13	706	0.0	1317.76	COG1523	PulA	 - 	cl34294	No
Q#50 - WP_014048419.1	specific	200482	195	592	0.0	661.606	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#50 - WP_014048419.1	specific	463388	3	190	5.0229299999999994e-86	268.263	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#51 - WP_184556103.1	superfamily	274113	11	786	0.0	943.758	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#52 - WP_093723518.1	specific	235445	23	733	0.0	1244.29	PRK05402	PRK05402	 - 	cl38930	No
Q#53 - WP_186581272.1	specific	200471	18	492	0.0	752.184	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#53 - WP_186581272.1	superfamily	445893	473	549	0.00194373	37.6895	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#54 - WP_093766204.1	specific	274114	2	544	0.0	813.11	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#55 - WP_033208042.1	specific	441132	1	704	0.0	1278.86	COG1523	PulA	 - 	cl34294	No
Q#56 - WP_323377079.1	specific	441132	38	746	0.0	1142.11	COG1523	PulA	 - 	cl34294	No
Q#57 - WP_007380246.1	specific	200485	2	393	0.0	595.757	cd11347	AmyAc_1	 - 	cl38930	No
Q#57 - WP_007380246.1	superfamily	445893	406	480	0.00342993	36.3713	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#58 - WP_126916562.1	specific	274114	3	534	0.0	760.337	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#59 - WP_078909556.1	specific	200471	21	494	0.0	723.68	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#59 - WP_078909556.1	superfamily	445893	477	543	0.00119257	38.0747	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#60 - WP_093720635.1	specific	441132	1	704	0.0	1273.47	COG1523	PulA	 - 	cl34294	No
Q#61 - WP_181797867.1	specific	441132	4	691	0.0	1152.51	COG1523	PulA	 - 	cl34294	No
Q#62 - WP_030414792.1	specific	200471	22	477	0.0	759.118	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#62 - WP_030414792.1	superfamily	445893	458	537	0.00349184	36.9191	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#63 - WP_064457293.1	specific	200482	195	556	0.0	668.155	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#63 - WP_064457293.1	specific	463388	3	190	2.28104e-86	268.263	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#63 - WP_064457293.1	superfamily	445893	564	640	0.000144861	40.6085	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#64 - WP_125504898.1	specific	200482	207	578	0.0	649.28	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#64 - WP_125504898.1	specific	463388	16	202	3.04365e-73	234.365	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#64 - WP_125504898.1	superfamily	440065	566	616	7.27499e-05	45.8992	cl43092	GlgB superfamily	N	 - 	No
Q#65 - WP_184761816.1	specific	235445	32	738	0.0	1234.28	PRK05402	PRK05402	 - 	cl38930	No
Q#66 - WP_014055007.1	specific	274140	23	568	0.0	1025.07	TIGR02456	treS_nterm	 - 	cl37116	No
Q#67 - WP_031022616.1	specific	200471	12	460	0.0	699.027	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#67 - WP_031022616.1	specific	432205	450	523	0.000303406	40.0007	pfam11941	DUF3459	 - 	cl02706	No
Q#68 - WP_096627634.1	specific	200471	23	512	0.0	801.49	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#68 - WP_096627634.1	specific	432205	493	573	2.46728e-05	43.0823	pfam11941	DUF3459	 - 	cl02706	No
Q#69 - WP_058954092.1	specific	441132	59	760	0.0	1143.27	COG1523	PulA	 - 	cl34294	No
Q#70 - WP_208860980.1	specific	441132	32	741	0.0	1161.37	COG1523	PulA	 - 	cl34294	No
Q#71 - WP_055541528.1	specific	441132	1	591	0.0	1055.44	COG1523	PulA	 - 	cl34294	No
Q#72 - WP_053164525.1	specific	274114	3	557	0.0	717.965	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#73 - WP_173310702.1	specific	200473	10	460	0.0	730.518	cd11334	AmyAc_TreS	 - 	cl38930	No
Q#73 - WP_173310702.1	specific	435493	470	548	1.28705e-11	60.2536	pfam16657	Malt_amylase_C	 - 	cl02706	No
Q#74 - WP_107455314.1	specific	200471	23	495	0.0	816.513	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#74 - WP_107455314.1	specific	432205	477	552	0.000718852	38.8451	pfam11941	DUF3459	 - 	cl02706	No
Q#75 - WP_019889579.1	specific	235445	48	771	0.0	1243.14	PRK05402	PRK05402	 - 	cl38930	No
Q#76 - WP_044378513.1	specific	441132	12	707	0.0	1340.11	COG1523	PulA	 - 	cl34294	No
Q#77 - WP_088574199.1	specific	200471	23	495	0.0	811.12	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#77 - WP_088574199.1	specific	432205	476	556	7.86318e-05	41.5415	pfam11941	DUF3459	 - 	cl02706	No
Q#78 - WP_184982507.1	specific	200471	18	492	0.0	748.718	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#78 - WP_184982507.1	specific	432205	473	548	4.24209e-05	42.3119	pfam11941	DUF3459	 - 	cl02706	No
Q#79 - WP_217242776.1	specific	274140	22	561	0.0	1018.14	TIGR02456	treS_nterm	 - 	cl37116	No
Q#80 - WP_037756056.1	superfamily	442511	6	827	0.0	781.688	cl30295	TreY superfamily	 - 	 - 	No
Q#81 - WP_150260094.1	specific	200475	22	661	0.0	807.871	cd11336	AmyAc_MTSase	 - 	cl38930	No
Q#82 - WP_030412522.1	superfamily	442511	9	879	0.0	891.47	cl30295	TreY superfamily	 - 	 - 	No
Q#83 - WP_407698591.1	specific	235445	23	746	0.0	1274.72	PRK05402	PRK05402	 - 	cl38930	No
Q#84 - WP_159774236.1	specific	274114	2	544	0.0	815.421	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#85 - WP_107099682.1	superfamily	476817	6	496	0.0	641.465	cl38930	AmyAc_family superfamily	C	 - 	No
Q#86 - WP_200681952.1	specific	441132	1	703	0.0	1260.75	COG1523	PulA	 - 	cl34294	No
Q#87 - WP_201815963.1	specific	200471	23	495	0.0	793.786	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#87 - WP_201815963.1	specific	432205	477	557	9.68984e-06	44.2379	pfam11941	DUF3459	 - 	cl02706	No
Q#88 - WP_118082451.1	specific	235445	219	943	0.0	1275.88	PRK05402	PRK05402	 - 	cl38930	No
Q#88 - WP_118082451.1	superfamily	369339	93	173	0.0075889	38.6063	cl22465	HC2 superfamily	NC	 - 	No
Q#89 - WP_190197636.1	superfamily	274113	11	797	0.0	921.416	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#90 - WP_193384508.1	superfamily	274113	11	785	0.0	864.792	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#91 - WP_210913386.1	specific	441132	11	707	0.0	1321.23	COG1523	PulA	 - 	cl34294	No
Q#92 - WP_217209794.1	specific	235445	23	735	0.0	1241.6	PRK05402	PRK05402	 - 	cl38930	No
Q#93 - WP_005310314.1	superfamily	442511	1	782	0.0	894.166	cl30295	TreY superfamily	 - 	 - 	No
Q#94 - WP_164438088.1	specific	441132	13	477	0.0	969.158	COG1523	PulA	C	cl34294	No
Q#95 - WP_094373155.1	specific	274140	22	562	0.0	1034.7	TIGR02456	treS_nterm	 - 	cl37116	No
Q#96 - WP_190097820.1	specific	441132	1	710	0.0	1278.86	COG1523	PulA	 - 	cl34294	No
Q#97 - WP_046089995.1	specific	200471	25	497	0.0	784.926	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#97 - WP_046089995.1	specific	432205	478	564	8.06306e-05	41.5415	pfam11941	DUF3459	 - 	cl02706	No
Q#98 - WP_030754481.1	superfamily	274140	1	181	4.7187100000000004e-120	349.818	cl37116	treS_nterm superfamily	C	 - 	No
Q#99 - WP_152371396.1	specific	200472	15	482	0.0	734.647	cd11333	AmyAc_SI_OligoGlu_DGase	 - 	cl38930	No
Q#99 - WP_152371396.1	specific	435493	489	561	1.00778e-09	54.8609	pfam16657	Malt_amylase_C	 - 	cl02706	No
Q#100 - WP_150244156.1	specific	200471	5	456	0.0	656.27	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#100 - WP_150244156.1	superfamily	445893	440	524	0.00531939	36.1487	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#101 - WP_202199655.1	specific	200482	195	557	0.0	675.859	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#101 - WP_202199655.1	specific	463388	3	190	4.26085e-78	246.692	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#101 - WP_202199655.1	superfamily	440065	528	595	0.000528611	43.2028	cl43092	GlgB superfamily	N	 - 	No
Q#101 - WP_202199655.1	superfamily	445893	564	641	0.0092173	35.6009	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#102 - WP_093724670.1	superfamily	274140	23	381	0.0	707.283	cl37116	treS_nterm superfamily	C	 - 	No
Q#103 - WP_019434333.1	specific	200482	195	556	0.0	690.111	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#103 - WP_019434333.1	specific	463388	3	190	7.77973e-64	209.713	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#103 - WP_019434333.1	superfamily	440065	544	597	0.00151683	41.662	cl43092	GlgB superfamily	N	 - 	No
Q#103 - WP_019434333.1	superfamily	445893	563	639	0.00167956	37.5269	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#104 - WP_217239288.1	specific	235445	141	864	0.0	1269.72	PRK05402	PRK05402	 - 	cl38930	No
Q#105 - WP_150499738.1	specific	274140	23	562	0.0	1037.01	TIGR02456	treS_nterm	 - 	cl37116	No
Q#106 - WP_055552890.1	specific	274114	2	544	0.0	781.909	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#107 - WP_030795232.1	specific	200472	15	490	0.0	777.405	cd11333	AmyAc_SI_OligoGlu_DGase	 - 	cl38930	No
Q#107 - WP_030795232.1	specific	432205	481	573	1.22549e-08	52.3271	pfam11941	DUF3459	 - 	cl02706	No
Q#108 - WP_189847153.1	specific	441132	21	708	0.0	1050.44	COG1523	PulA	 - 	cl34294	No
Q#109 - WP_014175648.1	superfamily	442511	13	826	0.0	868.743	cl30295	TreY superfamily	 - 	 - 	No
Q#110 - WP_030117987.1	specific	200471	23	495	0.0	815.742	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#110 - WP_030117987.1	specific	432205	476	556	2.53297e-05	43.0823	pfam11941	DUF3459	 - 	cl02706	No
Q#111 - WP_010033304.1	specific	441132	13	706	0.0	1324.31	COG1523	PulA	 - 	cl34294	No
Q#112 - WP_150260096.1	specific	441132	1	702	0.0	1266.92	COG1523	PulA	 - 	cl34294	No
Q#113 - WP_030553666.1	specific	441132	22	729	0.0	1154.44	COG1523	PulA	 - 	cl34294	No
Q#114 - WP_030553641.1	specific	200482	195	558	0.0	677.785	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#114 - WP_030553641.1	specific	463388	2	190	4.3105e-70	225.891	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#114 - WP_030553641.1	superfamily	445893	566	642	4.2101e-05	42.1493	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#115 - WP_033275721.1	specific	200471	5	479	0.0	738.702	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#115 - WP_033275721.1	specific	432205	460	535	0.000414385	39.6155	pfam11941	DUF3459	 - 	cl02706	No
Q#116 - WP_189740216.1	specific	200471	22	502	0.0	736.391	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#116 - WP_189740216.1	specific	432205	483	558	0.000201584	40.3859	pfam11941	DUF3459	 - 	cl02706	No
Q#117 - WP_210961167.1	specific	441132	11	707	0.0	1310.83	COG1523	PulA	 - 	cl34294	No
Q#118 - WP_075971044.1	specific	235445	49	762	0.0	1288.21	PRK05402	PRK05402	 - 	cl38930	No
Q#119 - WP_037639246.1	superfamily	274113	24	790	0.0	812.405	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#120 - WP_190008829.1	specific	274140	23	562	0.0	1035.86	TIGR02456	treS_nterm	 - 	cl37116	No
Q#121 - WP_209498507.1	specific	200471	11	474	0.0	705.575	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#121 - WP_209498507.1	superfamily	445893	457	534	0.00174828	37.6895	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#122 - WP_153534738.1	specific	200471	24	496	0.0	795.712	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#122 - WP_153534738.1	superfamily	445893	478	558	0.000874122	38.4599	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#123 - WP_074993327.1	specific	235445	18	735	0.0	1298.22	PRK05402	PRK05402	 - 	cl38930	No
Q#124 - WP_045951775.1	specific	274114	2	546	0.0	746.47	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#125 - WP_123455469.1	specific	274140	24	563	0.0	1012.36	TIGR02456	treS_nterm	 - 	cl37116	No
Q#126 - WP_086871375.1	specific	235445	23	735	0.0	1241.21	PRK05402	PRK05402	 - 	cl38930	No
Q#127 - WP_159705159.1	specific	441132	37	741	0.0	1157.91	COG1523	PulA	 - 	cl34294	No
Q#128 - WP_127153543.1	specific	200471	14	493	0.0	750.644	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#128 - WP_127153543.1	specific	432205	474	551	1.62034e-06	46.5491	pfam11941	DUF3459	 - 	cl02706	No
Q#129 - WP_097214723.1	specific	235445	23	732	0.0	1262.4	PRK05402	PRK05402	 - 	cl38930	No
Q#130 - WP_049717258.1	specific	274140	23	562	0.0	1029.7	TIGR02456	treS_nterm	 - 	cl37116	No
Q#131 - WP_051745615.1	specific	200471	28	504	0.0	719.828	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#131 - WP_051745615.1	specific	432205	488	570	2.99437e-06	45.7787	pfam11941	DUF3459	 - 	cl02706	No
Q#132 - WP_169089309.1	specific	274114	3	545	0.0	764.189	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#133 - WP_189739193.1	specific	235445	101	824	0.0	1269.33	PRK05402	PRK05402	 - 	cl38930	No
Q#134 - WP_041131817.1	specific	274114	3	545	0.0	801.554	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#135 - WP_268248997.1	superfamily	274140	23	276	1.34725e-178	502.742	cl37116	treS_nterm superfamily	C	 - 	No
Q#136 - WP_043444882.1	specific	274114	2	544	0.0	816.577	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#137 - WP_106415631.1	specific	274140	23	561	0.0	1033.55	TIGR02456	treS_nterm	 - 	cl37116	No
Q#138 - WP_079081983.1	specific	235445	324	1047	0.0	1281.66	PRK05402	PRK05402	 - 	cl38930	No
Q#138 - WP_079081983.1	superfamily	369339	88	241	0.000115973	44.3843	cl22465	HC2 superfamily	C	 - 	No
Q#139 - WP_164460527.1	specific	274114	2	544	0.0	842.0	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#140 - WP_181792789.1	specific	235445	12	707	0.0	892.607	PRK05402	PRK05402	 - 	cl38930	No
Q#141 - WP_184961368.1	specific	235445	22	733	0.0	1258.93	PRK05402	PRK05402	 - 	cl38930	No
Q#142 - WP_042164195.1	superfamily	274113	17	795	0.0	895.222	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#143 - WP_045948381.1	specific	235445	14	730	0.0	1269.33	PRK05402	PRK05402	 - 	cl38930	No
Q#144 - WP_086558886.1	specific	441132	13	706	0.0	1319.3	COG1523	PulA	 - 	cl34294	No
Q#145 - WP_055689161.1	specific	200471	21	480	0.0	695.945	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#145 - WP_055689161.1	specific	432205	466	540	3.34266e-05	42.6971	pfam11941	DUF3459	 - 	cl02706	No
Q#146 - WP_169086660.1	specific	235445	12	737	0.0	1259.7	PRK05402	PRK05402	 - 	cl38930	No
Q#147 - WP_074993330.1	specific	274140	23	562	0.0	1035.09	TIGR02456	treS_nterm	 - 	cl37116	No
Q#148 - WP_037928031.1	specific	274140	23	562	0.0	1008.89	TIGR02456	treS_nterm	 - 	cl37116	No
Q#149 - WP_062152048.1	specific	274140	23	561	0.0	1016.98	TIGR02456	treS_nterm	 - 	cl37116	No
Q#150 - WP_164420981.1	superfamily	274113	11	780	0.0	913.712	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#151 - WP_236647781.1	specific	441132	23	704	0.0	994.196	COG1523	PulA	 - 	cl34294	No
Q#152 - WP_030753216.1	specific	200471	11	476	0.0	712.509	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#152 - WP_030753216.1	specific	432205	457	534	2.91064e-08	51.1715	pfam11941	DUF3459	 - 	cl02706	No
Q#153 - WP_043270774.1	specific	235445	7	730	0.0	1230.04	PRK05402	PRK05402	 - 	cl38930	No
Q#154 - WP_069758432.1	specific	235445	23	735	0.0	1247.76	PRK05402	PRK05402	 - 	cl38930	No
Q#155 - WP_425329378.1	specific	235445	22	745	0.0	1245.83	PRK05402	PRK05402	 - 	cl38930	No
Q#156 - WP_059083277.1	specific	200471	21	493	0.0	800.334	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#156 - WP_059083277.1	specific	432205	475	555	1.76217e-06	46.1639	pfam11941	DUF3459	 - 	cl02706	No
Q#157 - WP_100453400.1	specific	200475	16	686	0.0	775.9	cd11336	AmyAc_MTSase	 - 	cl38930	No
Q#158 - WP_159536388.1	specific	441132	1	707	0.0	1292.73	COG1523	PulA	 - 	cl34294	No
Q#159 - WP_109166025.1	specific	200471	23	495	0.0	811.505	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#159 - WP_109166025.1	specific	432205	476	556	4.29183e-05	42.3119	pfam11941	DUF3459	 - 	cl02706	No
Q#160 - WP_071380336.1	specific	441132	1	709	0.0	1280.01	COG1523	PulA	 - 	cl34294	No
Q#161 - WP_033021599.1	specific	200471	20	499	0.0	706.346	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#161 - WP_033021599.1	superfamily	445893	480	556	0.00241872	37.3043	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#162 - WP_015578787.1	specific	200482	195	593	0.0	665.458	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#162 - WP_015578787.1	specific	463388	3	190	7.71988e-81	254.781	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#163 - WP_161361499.1	superfamily	476817	162	276	3.77893e-79	243.28	cl38930	AmyAc_family superfamily	C	 - 	No
Q#163 - WP_161361499.1	specific	463388	1	157	6.90647e-62	193.149	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#164 - WP_208035104.1	superfamily	274113	11	785	0.0	878.659	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#165 - WP_004981863.1	specific	441132	1	708	0.0	1288.49	COG1523	PulA	 - 	cl34294	No
Q#166 - WP_030599639.1	specific	274114	3	590	0.0	771.508	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#167 - WP_007385496.1	specific	441132	1	708	0.0	1288.49	COG1523	PulA	 - 	cl34294	No
Q#168 - WP_159480547.1	specific	200471	23	495	0.0	742.94	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#168 - WP_159480547.1	superfamily	445893	476	555	0.00844589	35.7635	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#169 - WP_180990349.1	specific	235445	55	789	0.0	1239.67	PRK05402	PRK05402	 - 	cl38930	No
Q#170 - WP_051811323.1	specific	441132	46	770	0.0	1200.28	COG1523	PulA	 - 	cl34294	No
Q#171 - WP_128504098.1	specific	274140	23	568	0.0	1029.7	TIGR02456	treS_nterm	 - 	cl37116	No
Q#172 - WP_067441855.1	specific	441132	1	704	0.0	1266.15	COG1523	PulA	 - 	cl34294	No
Q#173 - WP_234333714.1	specific	441132	23	704	0.0	988.804	COG1523	PulA	 - 	cl34294	No
Q#174 - WP_079429836.1	specific	274140	23	562	0.0	1010.05	TIGR02456	treS_nterm	 - 	cl37116	No
Q#175 - WP_069759419.1	specific	200471	16	497	0.0	801.49	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#176 - WP_188287516.1	specific	274114	2	544	0.0	818.888	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#177 - WP_093769900.1	specific	441132	13	706	0.0	1331.63	COG1523	PulA	 - 	cl34294	No
Q#178 - WP_055599332.1	specific	200471	11	474	0.0	707.886	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#178 - WP_055599332.1	specific	432205	457	534	0.000792497	38.8451	pfam11941	DUF3459	 - 	cl02706	No
Q#179 - WP_048458412.1	specific	200471	5	478	0.0	740.628	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#179 - WP_048458412.1	specific	432205	459	535	6.15846e-06	44.6231	pfam11941	DUF3459	 - 	cl02706	No
Q#180 - WP_088800591.1	specific	200471	14	475	0.0	667.055	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#180 - WP_088800591.1	superfamily	445893	504	551	0.00164953	37.6895	cl02706	Malt_amylase_C superfamily	N	 - 	No
Q#181 - WP_208680466.1	specific	200471	14	493	0.0	722.909	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#181 - WP_208680466.1	specific	432205	474	551	0.000172438	40.7711	pfam11941	DUF3459	 - 	cl02706	No
Q#182 - WP_053848065.1	specific	200482	200	552	0.0	711.297	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#182 - WP_053848065.1	specific	463388	8	195	3.64225e-82	257.092	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#182 - WP_053848065.1	superfamily	445893	560	601	4.69117e-05	41.7641	cl02706	Malt_amylase_C superfamily	C	 - 	No
Q#183 - WP_107122884.1	specific	200456	15	356	4.4720400000000006e-176	495.16	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	No
Q#183 - WP_107122884.1	specific	214749	362	436	1.4364800000000002e-26	101.931	smart00632	Aamy_C	 - 	cl02706	No
Q#184 - WP_030114908.1	specific	274114	2	544	0.0	809.258	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#185 - WP_159507555.1	specific	441132	1	746	0.0	1250.35	COG1523	PulA	 - 	cl34294	No
Q#186 - WP_055574409.1	specific	235445	28	709	0.0	1216.17	PRK05402	PRK05402	 - 	cl38930	No
Q#187 - WP_121701102.1	specific	274114	2	544	0.0	840.074	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#188 - WP_133896550.1	superfamily	476817	17	637	0.0	685.763	cl38930	AmyAc_family superfamily	 - 	 - 	No
Q#189 - WP_236579696.1	specific	200471	10	484	0.0	738.702	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#189 - WP_236579696.1	specific	432205	465	541	4.41954e-05	42.3119	pfam11941	DUF3459	 - 	cl02706	No
Q#190 - WP_016824587.1	specific	235445	145	868	0.0	1292.06	PRK05402	PRK05402	 - 	cl38930	No
Q#191 - WP_053848062.1	specific	235445	23	735	0.0	1270.1	PRK05402	PRK05402	 - 	cl38930	No
Q#192 - WP_150499311.1	specific	441132	1	714	0.0	1257.29	COG1523	PulA	 - 	cl34294	No
Q#193 - WP_164389300.1(Warning: this sequence record may be obsolete or preliminary)	superfamily	476817	5	461	0.0	622.423	cl38930	AmyAc_family superfamily	 - 	 - 	No
Q#193 - WP_164389300.1(Warning: this sequence record may be obsolete or preliminary)	superfamily	445893	444	535	0.00379746	36.9191	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#194 - WP_210960808.1	specific	235445	28	737	0.0	1264.32	PRK05402	PRK05402	 - 	cl38930	No
Q#195 - WP_059302914.1	specific	441132	11	707	0.0	1318.53	COG1523	PulA	 - 	cl34294	No
Q#196 - WP_176985772.1	specific	200471	6	480	0.0	745.636	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#196 - WP_176985772.1	specific	432205	461	537	0.000144888	40.7711	pfam11941	DUF3459	 - 	cl02706	No
Q#197 - WP_145866508.1	specific	441132	1	710	0.0	1284.25	COG1523	PulA	 - 	cl34294	No
Q#198 - WP_176142927.1	specific	200472	15	482	0.0	774.708	cd11333	AmyAc_SI_OligoGlu_DGase	 - 	cl38930	No
Q#198 - WP_176142927.1	specific	435493	489	561	6.88683e-08	49.8533	pfam16657	Malt_amylase_C	 - 	cl02706	No
Q#199 - WP_074993966.1	superfamily	274113	2	776	0.0	835.131	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#200 - WP_189298910.1	specific	274114	2	544	0.0	820.814	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#201 - WP_031181675.1	specific	274114	2	544	0.0	812.725	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#202 - WP_104791621.1	superfamily	274113	3	791	0.0	870.185	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#203 - WP_190224662.1	specific	200471	11	476	0.0	722.909	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#203 - WP_190224662.1	specific	432205	457	534	1.06562e-07	49.6307	pfam11941	DUF3459	 - 	cl02706	No
Q#204 - WP_136230598.1	specific	200471	21	485	0.0	814.972	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#204 - WP_136230598.1	specific	432205	467	548	7.838e-07	47.3195	pfam11941	DUF3459	 - 	cl02706	No
